GO	GO_name	namespace	Gene_ID	Gene_Name	log2FC	p_fdr	pvalue	ratio_in_study	ratio_in_pop
GO:0006952	defense response	BP	TRINITY_DN2530_c0_g1_i9	TRINITY_DN2530_c0_g1_i9	-9.21823682202904	0.03454681941136736	0.0011730003728165	0.005070993914807302	0.016429840142095916
GO:0006952	defense response	BP	TRINITY_DN53622_c0_g1_i4	TRINITY_DN53622_c0_g1_i4	-11.796401902688464	0.03454681941136736	5.498173236372159e-07	0.005070993914807302	0.016429840142095916
GO:0006952	defense response	BP	TRINITY_DN1092_c0_g1_i8	TRINITY_DN1092_c0_g1_i8	-10.545536850894694	0.03454681941136736	1.4976950068122629e-05	0.005070993914807302	0.016429840142095916
GO:0006952	defense response	BP	TRINITY_DN7520_c0_g1_i7	TRINITY_DN7520_c0_g1_i7	-10.214790991021092	0.03454681941136736	3.347679364650297e-05	0.005070993914807302	0.016429840142095916
GO:0006952	defense response	BP	TRINITY_DN12738_c0_g1_i1	TRINITY_DN12738_c0_g1_i1	-9.358920966974823	0.03454681941136736	0.0002278292114015	0.005070993914807302	0.016429840142095916
GO:0002376	immune system process	BP	TRINITY_DN106_c0_g1_i1	TRINITY_DN106_c0_g1_i1	-10.063550707535306	0.03454681941136736	4.5546832133640755e-05	0.005070993914807302	0.015985790408525755
GO:0002376	immune system process	BP	TRINITY_DN2530_c0_g1_i9	TRINITY_DN2530_c0_g1_i9	-9.21823682202904	0.03454681941136736	0.0011730003728165	0.005070993914807302	0.015985790408525755
GO:0002376	immune system process	BP	TRINITY_DN7520_c0_g1_i7	TRINITY_DN7520_c0_g1_i7	-10.214790991021092	0.03454681941136736	3.347679364650297e-05	0.005070993914807302	0.015985790408525755
GO:0002376	immune system process	BP	TRINITY_DN27833_c0_g1_i1	TRINITY_DN27833_c0_g1_i1	-12.16801071708849	0.03454681941136736	7.753049032999532e-07	0.005070993914807302	0.015985790408525755
GO:0002376	immune system process	BP	TRINITY_DN12738_c0_g1_i1	TRINITY_DN12738_c0_g1_i1	-9.358920966974823	0.03454681941136736	0.0002278292114015	0.005070993914807302	0.015985790408525755
GO:0016020	membrane	CC	TRINITY_DN6821_c0_g1_i10	TRINITY_DN6821_c0_g1_i10	-9.773622029855876	0.04447218990150233	0.0001077694749636	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1092_c0_g1_i8	TRINITY_DN1092_c0_g1_i8	-10.545536850894694	0.04447218990150233	1.4976950068122629e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2067_c0_g1_i10	TRINITY_DN2067_c0_g1_i10	-8.219122512048584	0.04447218990150233	0.0065875595049804	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN9247_c0_g1_i2	TRINITY_DN9247_c0_g1_i2	-11.09622297637178	0.04447218990150233	7.457096797780239e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN28325_c0_g1_i1	TRINITY_DN28325_c0_g1_i1	-7.875071633412078	0.04447218990150233	0.0097962879016081	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6067_c0_g1_i1	TRINITY_DN6067_c0_g1_i1	-9.634138803220557	0.04447218990150233	0.000461025693774	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN63351_c0_g1_i6	TRINITY_DN63351_c0_g1_i6	-9.09139381403842	0.04447218990150233	0.0010491375651025	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN4112_c0_g1_i5	TRINITY_DN4112_c0_g1_i5	-8.59005503751608	0.04447218990150233	0.0019501695889852	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN857_c0_g1_i3	TRINITY_DN857_c0_g1_i3	-11.359347887789824	0.04447218990150233	2.1464219353782107e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN211_c0_g1_i3	TRINITY_DN211_c0_g1_i3	-10.61188226395348	0.04447218990150233	1.8030107089096138e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN9857_c0_g1_i3	TRINITY_DN9857_c0_g1_i3	-8.169210757915188	0.04447218990150233	0.0065875595049804	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN106_c0_g1_i1	TRINITY_DN106_c0_g1_i1	-10.063550707535306	0.04447218990150233	4.5546832133640755e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN3243_c0_g1_i1	TRINITY_DN3243_c0_g1_i1	-11.742976540967316	0.04447218990150233	9.888058084079858e-07	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN4070_c0_g2_i2	TRINITY_DN4070_c0_g2_i2	-10.101806641133802	0.04447218990150233	4.190274825994176e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6009_c0_g1_i5	TRINITY_DN6009_c0_g1_i5	-9.643903023648186	0.04447218990150233	0.000417209657219	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN13174_c0_g1_i8	TRINITY_DN13174_c0_g1_i8	-10.298576296187004	0.04447218990150233	5.75821545750487e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN12572_c0_g1_i4	TRINITY_DN12572_c0_g1_i4	-9.369375891822912	0.04447218990150233	0.0015325808082588	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN19161_c0_g1_i12	TRINITY_DN19161_c0_g1_i12	-8.687897817352129	0.04447218990150233	0.0013129105457975	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN4856_c0_g1_i8	TRINITY_DN4856_c0_g1_i8	-11.219007689638062	0.04447218990150233	1.4118437176680364e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN606_c0_g1_i7	TRINITY_DN606_c0_g1_i7	-12.119028863539882	0.04447218990150233	4.4725136325641e-07	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6776_c0_g1_i13	TRINITY_DN6776_c0_g1_i13	-9.05653476771583	0.04447218990150233	0.000452686335037	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6169_c0_g1_i3	TRINITY_DN6169_c0_g1_i3	-8.87245400955013	0.04447218990150233	0.0016051827282965	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN18886_c0_g1_i3	TRINITY_DN18886_c0_g1_i3	-8.03521532616865	0.04447218990150233	0.006077463563187	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6686_c0_g1_i8	TRINITY_DN6686_c0_g1_i8	-9.942750884855736	0.04447218990150233	0.0001834272333661	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN3551_c0_g1_i6	TRINITY_DN3551_c0_g1_i6	-9.21996981169268	0.04447218990150233	0.0006966417602021	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1734_c0_g1_i6	TRINITY_DN1734_c0_g1_i6	-11.57671823522754	0.04447218990150233	3.7670429779958978e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN23893_c0_g1_i1	TRINITY_DN23893_c0_g1_i1	-8.522265562367027	0.04447218990150233	0.0035942680711888	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1702_c0_g1_i10	TRINITY_DN1702_c0_g1_i10	-10.416229842697271	0.04447218990150233	1.9943983144906325e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6579_c0_g1_i2	TRINITY_DN6579_c0_g1_i2	-9.500185425144965	0.04447218990150233	0.00033871091033	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN3192_c0_g1_i2	TRINITY_DN3192_c0_g1_i2	-9.816066881365195	0.04447218990150233	7.31527053879165e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6067_c0_g1_i8	TRINITY_DN6067_c0_g1_i8	-9.04389238053604	0.04447218990150233	0.0006819511004044	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN9414_c0_g1_i3	TRINITY_DN9414_c0_g1_i3	-9.753502409889574	0.04447218990150233	0.0003438560032784	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2621_c0_g1_i6	TRINITY_DN2621_c0_g1_i6	-11.417819566926951	0.04447218990150233	2.1464219353782107e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2067_c0_g1_i3	TRINITY_DN2067_c0_g1_i3	-10.93154190827106	0.04447218990150233	1.1020072796251069e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN965_c0_g1_i6	TRINITY_DN965_c0_g1_i6	-10.463011758330122	0.04447218990150233	5.75089218834113e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6439_c0_g1_i6	TRINITY_DN6439_c0_g1_i6	-8.558289084744674	0.04447218990150233	0.0021846249411783	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN12572_c0_g1_i10	TRINITY_DN12572_c0_g1_i10	-9.284972283841164	0.04447218990150233	0.000305025812324	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN44733_c0_g1_i5	TRINITY_DN44733_c0_g1_i5	-8.966907462824155	0.04447218990150233	0.001646670338482	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN3326_c0_g1_i3	TRINITY_DN3326_c0_g1_i3	-9.063910417940363	0.04447218990150233	0.0006173964836508	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN857_c0_g1_i8	TRINITY_DN857_c0_g1_i8	-12.37045101078236	0.04447218990150233	1.941373055159587e-07	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1068_c0_g1_i6	TRINITY_DN1068_c0_g1_i6	-9.86676278655833	0.04447218990150233	7.363442331957218e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN145_c0_g1_i2	TRINITY_DN145_c0_g1_i2	-9.913037776070547	0.04447218990150233	0.0001796148150806	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN808_c0_g1_i1	TRINITY_DN808_c0_g1_i1	-10.46557780040276	0.04447218990150233	1.7529067753586407e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1734_c0_g1_i4	TRINITY_DN1734_c0_g1_i4	-8.258571607928822	0.04447218990150233	0.0051662066419674	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1305_c0_g1_i3	TRINITY_DN1305_c0_g1_i3	-8.295880855016671	0.04447218990150233	0.0038314903643969	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2090_c0_g1_i7	TRINITY_DN2090_c0_g1_i7	-10.88456703320418	0.04447218990150233	1.0363382623944868e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN98_c0_g1_i14	TRINITY_DN98_c0_g1_i14	-10.160262672318366	0.04447218990150233	0.0001112822488111	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN202_c0_g1_i11	TRINITY_DN202_c0_g1_i11	-9.872521577741391	0.04447218990150233	0.0001164496921427	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN6776_c0_g1_i10	TRINITY_DN6776_c0_g1_i10	-8.27698407434322	0.04447218990150233	0.0029763324940782	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2882_c0_g1_i3	TRINITY_DN2882_c0_g1_i3	-12.135336176150917	0.04447218990150233	1.389852241504547e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN963_c0_g1_i10	TRINITY_DN963_c0_g1_i10	-11.468940261119874	0.04447218990150233	2.5669874770717064e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN57844_c1_g1_i1	TRINITY_DN57844_c1_g1_i1	-13.56603998372293	0.04447218990150233	3.5655156409706165e-08	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN808_c0_g1_i4	TRINITY_DN808_c0_g1_i4	-11.590693120108714	0.04447218990150233	1.3507542068900376e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1213_c0_g1_i6	TRINITY_DN1213_c0_g1_i6	-11.426402178677256	0.04447218990150233	6.511694983181407e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN4578_c0_g1_i2	TRINITY_DN4578_c0_g1_i2	-11.476911084581252	0.04447218990150233	4.828951984983522e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1433_c0_g1_i10	TRINITY_DN1433_c0_g1_i10	-11.4865090781837	0.04447218990150233	5.436449374599604e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2130_c0_g1_i13	TRINITY_DN2130_c0_g1_i13	-10.548086207052036	0.04447218990150233	1.830988780596223e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN21078_c0_g1_i2	TRINITY_DN21078_c0_g1_i2	-8.323224466699173	0.04447218990150233	0.0033303823612525	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1305_c0_g1_i2	TRINITY_DN1305_c0_g1_i2	-9.599819164889164	0.04447218990150233	0.0002001245143593	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2985_c0_g1_i10	TRINITY_DN2985_c0_g1_i10	-10.164356829297535	0.04447218990150233	5.75089218834113e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7030_c0_g1_i2	TRINITY_DN7030_c0_g1_i2	-11.328432265310274	0.04447218990150233	1.9729285520960616e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7950_c0_g1_i10	TRINITY_DN7950_c0_g1_i10	-9.466011208309824	0.04447218990150233	0.000354978972433	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN851_c0_g1_i10	TRINITY_DN851_c0_g1_i10	-13.20195393068024	0.04447218990150233	5.5464029220726396e-08	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7493_c0_g1_i16	TRINITY_DN7493_c0_g1_i16	-11.18117026902191	0.04447218990150233	4.263569632061269e-06	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN16248_c0_g1_i1	TRINITY_DN16248_c0_g1_i1	-8.972158459703879	0.04447218990150233	0.0005880175320163	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN37754_c0_g1_i4	TRINITY_DN37754_c0_g1_i4	-12.514403055026202	0.04447218990150233	1.3681137122595656e-07	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7632_c1_g1_i2	TRINITY_DN7632_c1_g1_i2	-9.239262538596313	0.04447218990150233	0.0003499201497116	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2422_c0_g1_i6	TRINITY_DN2422_c0_g1_i6	-9.361725941419518	0.04447218990150233	0.0002420932368938	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN1622_c0_g1_i1	TRINITY_DN1622_c0_g1_i1	-10.41164262495284	0.04447218990150233	7.905032958477866e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN12311_c0_g1_i7	TRINITY_DN12311_c0_g1_i7	-9.968774969625484	0.04447218990150233	7.115094477249705e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN3907_c0_g1_i2	TRINITY_DN3907_c0_g1_i2	-8.353619437477164	0.04447218990150233	0.0061019122917828	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7520_c0_g1_i7	TRINITY_DN7520_c0_g1_i7	-10.214790991021092	0.04447218990150233	3.347679364650297e-05	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN2673_c0_g1_i2	TRINITY_DN2673_c0_g1_i2	-13.609121996553212	0.04447218990150233	2.0036175880781623e-08	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN5714_c0_g1_i5	TRINITY_DN5714_c0_g1_i5	-9.596799460689653	0.04447218990150233	0.000146720719529	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN260_c0_g1_i1	TRINITY_DN260_c0_g1_i1	-13.21147529401049	0.04447218990150233	4.3112560347493145e-08	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN5767_c0_g1_i4	TRINITY_DN5767_c0_g1_i4	-9.932660020612303	0.04447218990150233	0.0002832469420221	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7881_c1_g1_i2	TRINITY_DN7881_c1_g1_i2	-10.026889357443496	0.04447218990150233	0.0002037891016681	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN7662_c0_g1_i4	TRINITY_DN7662_c0_g1_i4	-11.889655632063246	0.04447218990150233	8.190125436698427e-07	0.08012170385395538	0.10701598579040852
GO:0016020	membrane	CC	TRINITY_DN8047_c0_g1_i2	TRINITY_DN8047_c0_g1_i2	-8.759870044722069	0.04447218990150233	0.001546137869217	0.08012170385395538	0.10701598579040852
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN19161_c0_g1_i12	TRINITY_DN19161_c0_g1_i12	-8.687897817352129	2.8765755569569106e-08	0.0013129105457975	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4171_c0_g1_i10	TRINITY_DN4171_c0_g1_i10	-11.997594754479843	2.8765755569569106e-08	5.285790555220081e-07	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4036_c0_g1_i6	TRINITY_DN4036_c0_g1_i6	-13.446780968030566	2.8765755569569106e-08	2.0036175880781623e-08	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN3722_c0_g1_i7	TRINITY_DN3722_c0_g1_i7	-11.19889073488503	2.8765755569569106e-08	1.0363382623944868e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN19801_c0_g1_i1	TRINITY_DN19801_c0_g1_i1	-8.171726742957468	2.8765755569569106e-08	0.0062349258096098	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4603_c0_g1_i1	TRINITY_DN4603_c0_g1_i1	-11.598015575474694	2.8765755569569106e-08	1.2803282473506985e-06	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN12572_c0_g1_i10	TRINITY_DN12572_c0_g1_i10	-9.284972283841164	2.8765755569569106e-08	0.000305025812324	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN6776_c0_g1_i13	TRINITY_DN6776_c0_g1_i13	-9.05653476771583	2.8765755569569106e-08	0.000452686335037	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN3857_c0_g1_i14	TRINITY_DN3857_c0_g1_i14	-12.425902583816876	2.8765755569569106e-08	5.498173236372159e-07	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN418_c0_g1_i4	TRINITY_DN418_c0_g1_i4	-12.316525855305308	2.8765755569569106e-08	1.7913170975457466e-07	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN18886_c0_g1_i3	TRINITY_DN18886_c0_g1_i3	-8.03521532616865	2.8765755569569106e-08	0.006077463563187	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN70_c0_g1_i3	TRINITY_DN70_c0_g1_i3	-10.618321355490227	2.8765755569569106e-08	6.908970163205025e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN834_c0_g1_i14	TRINITY_DN834_c0_g1_i14	-11.863859963202335	2.8765755569569106e-08	9.973427175890068e-07	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN1532_c0_g1_i4	TRINITY_DN1532_c0_g1_i4	-11.925041481850132	2.8765755569569106e-08	1.0143530866284447e-06	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN21044_c0_g1_i4	TRINITY_DN21044_c0_g1_i4	-9.947135823130452	2.8765755569569106e-08	0.0004293472736534	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN697_c0_g1_i1	TRINITY_DN697_c0_g1_i1	-10.661268578155187	2.8765755569569106e-08	9.74722376728818e-06	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN1690_c0_g1_i3	TRINITY_DN1690_c0_g1_i3	-10.27118925563417	2.8765755569569106e-08	3.478956105253321e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN780_c0_g1_i17	TRINITY_DN780_c0_g1_i17	-10.63820219666818	2.8765755569569106e-08	3.428669758493379e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN1171_c0_g1_i1	TRINITY_DN1171_c0_g1_i1	-11.169147029794196	2.8765755569569106e-08	1.205098261720144e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4112_c0_g1_i5	TRINITY_DN4112_c0_g1_i5	-8.59005503751608	2.8765755569569106e-08	0.0019501695889852	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN9260_c0_g1_i10	TRINITY_DN9260_c0_g1_i10	-8.415723978821276	2.8765755569569106e-08	0.0024813478677138	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4364_c0_g1_i4	TRINITY_DN4364_c0_g1_i4	-9.57030832840953	2.8765755569569106e-08	0.0001655721665978	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN851_c0_g1_i10	TRINITY_DN851_c0_g1_i10	-13.20195393068024	2.8765755569569106e-08	5.5464029220726396e-08	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN625_c0_g1_i5	TRINITY_DN625_c0_g1_i5	-12.027962735261507	2.8765755569569106e-08	7.753049032999532e-07	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN10684_c0_g1_i1	TRINITY_DN10684_c0_g1_i1	-10.3584799934811	2.8765755569569106e-08	2.1935938224746903e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN18132_c0_g1_i1	TRINITY_DN18132_c0_g1_i1	-10.273129273324235	2.8765755569569106e-08	2.2161323904860985e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN2037_c0_g1_i9	TRINITY_DN2037_c0_g1_i9	-9.7190199451821	2.8765755569569106e-08	0.0001007060857584	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN4070_c0_g2_i2	TRINITY_DN4070_c0_g2_i2	-10.101806641133802	2.8765755569569106e-08	4.190274825994176e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN202_c0_g1_i11	TRINITY_DN202_c0_g1_i11	-9.872521577741391	2.8765755569569106e-08	0.0001164496921427	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN10029_c0_g1_i7	TRINITY_DN10029_c0_g1_i7	-9.67388052869648	2.8765755569569106e-08	9.2258552070884e-05	0.04665314401622718	0.09280639431616342
GO:0140096	catalytic activity, acting on a protein	MF	TRINITY_DN6776_c0_g1_i10	TRINITY_DN6776_c0_g1_i10	-8.27698407434322	2.8765755569569106e-08	0.0029763324940782	0.04665314401622718	0.09280639431616342
